bench, mem, temp, row_size, row_count, col_width, cycles
q2_new, r, h, 64, 43690, 8, 148295, 611692, 194, 21878, 6260, 1223377
q2_new, d, -, 64, 43690, 8, 260000, 655393, 8105, 87859, 43786, 1354468
q2_new, r, c, 64, 43690, 8, 151455, 611692, 193, 21912, 10935, 1223378
q2_new, r, h, 64, 43690, 8, 147867, 611692, 198, 21880, 5965, 1223377
q2_new, d, -, 64, 43690, 8, 176174, 655393, 806, 87648, 43784, 1354466
q2_new, r, c, 64, 43690, 8, 149412, 611692, 198, 21920, 10935, 1223377
q2_new, r, h, 64, 43690, 8, 148059, 611692, 201, 21922, 5664, 1223377
q2_new, d, -, 64, 43690, 8, 178798, 655394, 817, 87667, 43788, 1354468
q2_new, r, c, 64, 43690, 16, 152607, 611707, 407, 43832, 21862, 1157865
q2_new, r, h, 64, 43690, 16, 160366, 687690, 431, 43870, 20231, 1214851
q2_new, d, -, 64, 43690, 16, 182768, 742773, 880, 87786, 43791, 1354467
q2_new, r, c, 64, 43690, 16, 161234, 697498, 375, 43777, 21864, 1222207
q2_new, r, h, 64, 43690, 16, 164801, 698818, 473, 43858, 19911, 1223198
q2_new, d, -, 64, 43690, 16, 180372, 742773, 804, 87640, 43781, 1354466
q2_new, r, c, 64, 43690, 16, 161323, 699082, 368, 43764, 21860, 1223395
q2_new, r, h, 64, 43690, 16, 161264, 699082, 412, 43851, 20170, 1223395
q2_new, d, -, 64, 43690, 16, 306953, 742772, 12144, 88065, 43784, 1354467
q2_new, r, c, 64, 43690, 16, 161428, 699082, 380, 43792, 21870, 1223395
q2_new, r, h, 64, 43690, 16, 163290, 699082, 414, 43839, 20007, 1223397
q2_new, d, -, 64, 43690, 16, 180206, 742772, 805, 87647, 43778, 1354465
q2_new, r, c, 64, 43690, 16, 161387, 699082, 364, 43759, 21866, 1223395
q2_new, r, h, 64, 43690, 16, 161247, 699083, 408, 43840, 20756, 1223395
q2_new, d, -, 64, 43690, 16, 292591, 742772, 10966, 87973, 43789, 1354467
q2_new, r, c, 64, 43690, 16, 161429, 699082, 424, 43879, 21869, 1223395
q2_new, r, h, 64, 43690, 16, 161245, 699082, 455, 43932, 19822, 1223395
q2_new, d, -, 64, 43690, 16, 182795, 742774, 880, 87794, 43776, 1354468
q2_new, r, c, 64, 43690, 16, 163914, 699083, 389, 43809, 21876, 1223397
q2_new, r, h, 64, 43690, 16, 161166, 699082, 403, 43779, 20788, 1223395
q2_new, d, -, 64, 43690, 16, 182713, 742773, 813, 87658, 43781, 1354468
q2_new, r, c, 64, 43690, 16, 161348, 699082, 380, 43789, 21861, 1223395
q2_new, r, h, 64, 43690, 16, 163756, 699082, 446, 43913, 20707, 1223397
q2_new, d, -, 64, 43690, 16, 180264, 742772, 862, 87754, 43769, 1354465
q2_new, r, c, 64, 43690, 16, 161385, 699082, 404, 43835, 21861, 1223395
q2_new, r, h, 64, 43690, 16, 161031, 699082, 393, 43806, 20574, 1223395
q2_new, d, -, 64, 43690, 16, 183036, 742773, 840, 87658, 43790, 1354467
q2_new, r, c, 64, 43690, 16, 164005, 699082, 393, 43816, 21872, 1223398
q2_new, r, h, 64, 43690, 16, 161117, 699082, 407, 43815, 20404, 1223395
q2_new, d, -, 64, 43690, 16, 183322, 742772, 817, 87669, 43770, 1354466
